text,user_location,target
@madelineorr You should talk to #DearLeader @realDonaldTrump who knew abt #COVID19 since Nov-Dec ignored golfed rap… https://t.co/YdhEhlEcDx,"Ohio, USA",0
@JoeBiden You and MSM are behind the 180K deaths from #COVID19 there are proven remedies that help prevent Covid fr… https://t.co/mrtzRJQIVk,"Texas, USA",1
"@tedcruz @JoeBiden is NOT the @POTUS! @realDonaldTrump is &amp; this is  Trump’s Racism, his #COVID19, his… https://t.co/1LNE6y4Gfb","Florida, USA",0
#TrumpFailedAmerica by neglecting to use all the powers of his office to coordinate with state and local officials… https://t.co/CMGc4SNpAM,"Illinois, USA",0
Can the senate pass their own #COVID19 bill ? #TrumpFailure,"Indiana, USA",2
Here we go #Ithaca #TompkinsCounty #Cornell &amp; #IthacaCollege - 9 new #COVID19 cases because people are not practici… https://t.co/pX4rWBv4te,"Finger Lakes region, New York, USA",2
It sucks that the Jewish PARASITES who own and control everything in America spend lots of US taxpayers $ to preven… https://t.co/AhnGd3t3yy,"New York, USA",0
Just talked with my mom in Denmark who told me that wearing a mask is required on public transportation. People who… https://t.co/7tp0TkHBsj,"California, USA",2
Hampton Inn by Hilton in Tifton GA doesn't require masks for guests or staff. STAY THERE AT YOUR OWN PERILl. The Ha… https://t.co/Mr18R177SB,"Florida, USA",2
"@JacksonAntione @ProudSocialist Stop watching CNN, child. The House went on recess right after the Senate and only… https://t.co/6N3ZZVVsXh","Kansas, USA",0
"Oregon reports 252 new confirmed and presumptive COVID-19 cases, 7 new deaths
#oregon #COVID19","Oregon, USA",2
"There's no person or event malignant narcissist 
@realDonaldTrump won't use 2 serve self.
Including (but not limite… https://t.co/S2PTcrP4p7","California, USA",0
"At the moment, there are approximately 61,318 #COVID19 patients around the world in serious or critical condition. https://t.co/55ibvvHyw7","Vienna, VA, USA",0
Why is the corporate media so desperate to prevent a cure for COVID from coming to market? @reopenpa @RED_IN_PA… https://t.co/tElIH8dbfm,"Pennsylvania, USA",0
Democracies 2 Come: Racial Inequality and Democracy #COVID19 https://t.co/GDeDPISYWH,"Central Coast California, USA",2
What a time to be a parent 😫 #covid19 #homeschool #school #confusion @ Maryland https://t.co/k0VAoyrpG2,"Maryland, USA",2
When you want your burger but don't want to take any chances with #COVID19 https://t.co/6ajUUrqO4h,"Virginia, USA",1
"hey, #SouthCarolina, CDC just released a change in protocol for #COVID19 last week, you don't have to take a test i… https://t.co/rKoUEQaCSC",Michigan USA,2
"Please retweet. This is important. CDC updating their death counts from Covid. 9,210 died of Covid directly. 94% ha… https://t.co/uSrRe7qcc5","Florida, USA",0
"Distribution of #COVID19 Cases as of August 29, 2020... https://t.co/AZ2Goy77eD","Vienna, VA, USA",2
Are you one of the hundreds of thousands of IL residents that have applied for unemployment? We’ve got you covered.… https://t.co/OT6yHaItEw,"Illinois, USA",0
"Trump’s brother died of #COVID19.  
Thank you @IngrahamAngle 🙄😷😎💙 
pass it on.","California, USA",0
@orfonline ...the People of the United States are also critical of China’s provocative stance throughout the world… https://t.co/GtodYfP53R,USA-Lake Superior,1
Our students can’t wait any longer. We must bring the internet to everyone https://t.co/4wheQU2a8H #covid19 #backtoschool #internet #rural,"Philadelphia, PA, USA",2
"#covid19 
According to new evidence, exercise can indeed make COVID-19 worse. https://t.co/5If1w6JKu2","Pennsylvania, USA",0
"#Hydroxychloroquine, #Remdesivir, Rehab: #COVID19 Updates https://t.co/wKWBOFSIOW","Maryland, USA",2
Coronavirus presents challenges for co-parenting and custody agreements https://t.co/BuJy2dlgzV #covid19… https://t.co/J6NKSFQjGh,USA,1
"What we learned today:
1) US intelligence services isn't briefing @realDonaldTrump on Russian activities 
2) Trump'… https://t.co/gsbfoPurqP","Texas, USA",1
"My government did this! Yet, No one has been held responsible !!💔
#LebanonExplosion #BeirutBlast #Beirut … https://t.co/XKKvtYu9dr","Arizona, USA",1
True  greatness is yet to come.  #SaturdayMotivation  #scripture  #amediting  #christianblogs  #trump  #pence… https://t.co/L81z8Eheit,"Georgia, USA",1
Fuck @MarkHackel - #michigan #covid19 cases are averaging 700-1000 cases per day .. but he thinks “County execs” (h… https://t.co/eowmNiMmbG,"Michigan, USA",0
We r living in Trump's America if he can't fix it now how will he fix it later #TrumpViolence #Caturday… https://t.co/6kLtz68mke,"Texas, USA",2
"America needs a federal mandate on masks, and a strategy to combat #COVID19. https://t.co/MPGcOVHpAA",Suburbs of Philadelphia (USA),0
"LAW ENFORCEMENT FACING COVID19 IN AMERICA

See additional blog articles to read the memorials for the many officers… https://t.co/qKrZYjlrJW","VA, USA",2
".@realDonaldTrump 

~ ""He's obtuse, and he doesn't get it"" ~

#Wisconsin #COVID19  .@gop_wisconsin .@GOP .… https://t.co/UPcSqaTyUk",Vermont USA,2
"@kyle_teamjoe OHHHHHHH 😳 MY. GOD. OH BARF. WHAT THE FUCK?????? 
C'MON IN #COVID19 ! 
#VoteLikeYourLifeDependsOnIt… https://t.co/nKm0DuWsAE","New York, USA - Down The Shore",1
"We are #BetterTogether when we all do our part to stop the spread of #COVID19. Together, we can put Houston on the… https://t.co/GUxaoiyrSe","Houston, TX, USA",0
Clean your #phone!  Download and share this image. Get full #COVID19 #disinfectant here: https://t.co/XVU6xXiB7i https://t.co/QTwwReqeC7,"New York City, New York, USA,",1
"4,741 dead in Louisiana. Leaders from Trump to Gov Edwards to college presidents to most superintendents of ed have… https://t.co/fvDYfW9DZA","Louisiana, USA.",0
"The @CDCgov updated this on their website last Wednesday. 6%. SIX. FUCKING. PERCENT. That’s 10,000 and some change… https://t.co/yA6hjN30PZ","Arizona, USA",2
The new environment business and schools find themselves in  find demands you have expert advice in the form of a (… https://t.co/0WjwhPW5aS,"USA, EMEA, APAC",2
"My opinion aside, I'm genuinely curious to hear if people think we should force people to wear masks. If so, how? D… https://t.co/ucvGAmKc7J","Illinois, USA",1
"I have one question for those who believe the #COVID19 shutdown was a conspiracy by Nancy Pelosi, Chuck Schumer, Jo… https://t.co/OrSexXZCAd","San Diego, CA USA",0
"504,000 #COVID19 tests are backlogged from July. If we're only reporting 30 of those a day it's going to take an in… https://t.co/6u0tXcKmne","Texas, USA",2
"DSHS Notes: Also, a backlog of 12 confirmed cases were included in the statewide total but excluded from statewide… https://t.co/qq1vG9Dv22","Texas, USA",0
DSHS Notes: Note that a backlog of 18 confirmed cases were included in the statewide total but excluded from statew… https://t.co/1ixnKWFQkB,"Texas, USA",0
How many millions of people are worrying about how they will pay Sept. rent? Renters who lost jobs/wages to… https://t.co/7WPBZSPn0y,"New York, USA",0
"Saturday #TexasCOVID updates: 

• 4,732 new cases 
• 154 deaths 
• 4,273 hospitalized 

Today @GovAbbott got the op… https://t.co/AkfA3DAcii","Texas, USA",2
Neither #ALS nor #COVID19 will crush her dream of completing a marathon in each state @als_now @iamalsorg @bsw5020… https://t.co/i990Oq7pgs,"New Jersey, USA",1
"Americans are homeless, dying of #COVID19, hurricanes, fires, tanked economy, but please let’s get some autographs!… https://t.co/uei0DglVFT","Colorado, USA",1
"@senatemajldr Neither do you. And everyone knows it, @senatemajldr. #COVID19 #EconomyDemolished #NoMoreJobs… https://t.co/atNAMoAcif","Washington, USA",2
"Honestly, this was an emotional rollercoaster &amp; #COVID19, my theatre community suffering, my black community suffer… https://t.co/PWNinv1BRs","Texas, USA",1
"Feels like #COVID19 made us mortal, but yesterday’s news about @chadwickboseman reminds us that many things can aff… https://t.co/cWzUjzC0eM","Charleston, SC, USA",1
"MD/Researcher,
Please:
1⃣continue to document cases of #COVID19/MIS-C in #PrimaryImmunodeficiency patients  
2⃣sequ… https://t.co/W5tFWLajM4",Jerusalem,1
@RazzZinger Because the #HerdImmunity #COVID19 #Antibodies are making the #MaskUp #SHUTDOWN #COVIDTrackerApp… https://t.co/Kdbvie2bfP,"California, USA",2
"Gift E-Cards are now available at @KeyElite Boutique!
One Gift. Every Occasion

https://t.co/1QbMAc25wf

#Preorder… https://t.co/B4QlRZCj2l","Maryland, USA",1
"When I reflect on my pre #COVID19 life, I am most horrified by my routine lack of #handhygiene post gas station pump encounter.

#MedTwitter","Florida, USA",0
"Say what you want about #COVID19, debate all you want about it, &amp; it's solutions, but many people have died because… https://t.co/jbHD3wZ7bp","South Dakota, USA",0
Due to #coronavirus aka #COVID19 I will be blessing the first 700 people✊🏾 to like and retweet this tweet with $650… https://t.co/e9UxIGSUR6,"California, USA",1
"@AmericanAeon @bopinion More death? No thanks. I've had enough. 186,000 #COVID19 deaths and counting. #Biden2020 https://t.co/N5edQHYUpO",USA,0
"‘But I Saw It on Facebook’: Hoaxes Are Making Doctors’ Jobs Harder

https://t.co/AOG0BHGjhn

#BoycottFacebook… https://t.co/nI4m4excp9",USA,2
@DWUhlfelderLaw @GovRonDeSantis is WRONG! Florida's parents have every right to know the numbers of #COVID19 cases… https://t.co/gGYN4igx0g,"Florida, USA",0
"While Uber &amp; Lyft spend millions on a harmful ballot measure, gig workers are on the frontlines of the #COVID19 cri… https://t.co/yZKr4IqpVk","California, USA",2
@realDonaldTrump.@SenateGOP @senatemajldr @LindseyGrahamSC Just because you ignore.. We know. #COVIDー19 #COVID19… https://t.co/1E4OOdUPtT,"Mississippi, USA",2
"@ChanelRion 
@ASavageNation 

ASU MANDATORY RANDOM TESTING STUDENTS FOR #COVID19 
If students don't test they get D… https://t.co/xxiOEnIqa3",#USA #Israel #Jesus #Military,1
MAKE US YOUR COMPANY REPRESENTATIVE IN THE USA. GAIN MORE PROFIT #marketing #COVID19 #DigitalMarketing #advertising… https://t.co/ZInXynbTt9,"Chicago, USA",1
(What looks to be) more accurate physical distancing guidelines  #COVID19 but the point remains: better to wear mas… https://t.co/MfTmrrpwhE,"California, USA",1
"#COVID19
#COVIDIOTS

Why now correcting figures?  The pharmamafia doesn't want hcq over the counter and don't look… https://t.co/41WIqb1UTH","Texas, USA",0
"@mtgreenee @realDonaldTrump How many #covid19 deaths between now &amp; election day? 

70,000 more body bags.","Oregon, USA",2
@haverscutie1 @JoyAnnReid I wish for you that #COVID19 stay far away and never get you. Its a nasty natured bug and… https://t.co/dXJrLyqZVF,"Idaho, USA",0
"I absolutely LOVE this story #weneedmorepeoplelikethis #kids #racetrack #COVID19 #BeKind 

https://t.co/GdYYzZX3T1","Colorado, USA",1
Drinking bleach will burn up your esophagus so bad you'll need a feeding tube to eat. That's before you fall into L… https://t.co/a5NgtqURVW,"New York City, USA",0
"#Subpoena “subpoena” Subpoena is trending and it’s the end of #COVID19 we are now back on RUSSIA, RUSSIA, RUSSIA. 😂… https://t.co/QUesdXiOTX",USA,2
"@realDonaldTrump @fema @FEMA_Pete How many will die of #COVID19 by the end of the day? 

1,000 dead Americans betwe… https://t.co/36AVJji3FH","Oregon, USA",0
"""We have one person coming in from China. We have it under control. It's going to be just fine."" 
— Donald Trump… https://t.co/dlPl7jW4aC",Right Coast USA,2
"@AhmedBaba_ Because @realDonaldTrump is a  #sadist.

#TrumpIsAPsychopath 

#TrumpDeathToll182K 

#COVID19","Michigan, USA",2
"In the era of COVID, contributor Anthony Boutard with a nod to State Fairs past: https://t.co/bi9Wh5zkOl
.… https://t.co/PqooPaY8MZ","Portland, OR, USA",2
@SarcasticCupcak I also supported CT's Liberty Rallies.  Libertarians went to the capitol in Hartford &amp; protested f… https://t.co/AaS2iTYuZ9,"Connecticut, USA",1
"Know someone who lives in Fairfax County? Join our #Touch10 campaign!

It's like those text message chains we used… https://t.co/AdZW3FUZ9C","Virginia, USA",1
"Some good news from @HHSGov: Enrollment for Phase3 Vaccine trials for passes halfway mark | @CNN 

#COVID #COVID19 https://t.co/1Oc7H4bbPO","Dulles, Loudoun, VA, USA",1
A guide to staying vigilant and focused on #cybersecurity solutions during this period of working remotely due to… https://t.co/sOzywnTK7j,Lausanne - Switzerland,1
Amazon driver hits 73-year-old man in the face after being asked to wear a face mask https://t.co/UFqu1yge6K via… https://t.co/3t4CQx853y,"Missouri, USA",1
#Abomination #Resign #Culpable #GrimReaper #TrumpPuppet #Murderer #Covidiot #Covid #Covid19 Ron DeSantis sidelined… https://t.co/GMsOpBlxDy,"Florida, USA",2
"Don't forget this is still happening....
#CONTACTTRACING  Phone tracing by #Google #Apple  #COVID19 https://t.co/IHb3G2j6vP","Maricopa County,USA",1
"Thread.  Harvard epidemiologist @michaelmina_lab has been waging a campaign for more frequent, less sensitive… https://t.co/nRfHizouH8","Wisconsin, USA",2
An excellent article evaluating the Risch study on #hydroxychloroquine and #azithromycin for #COVID19 - highly reco… https://t.co/IqYvhYaoki,"Maine, USA",1
"Acting like a teenage brat during the pandemic? It's normal, experts say.
 https://t.co/aqCM13Ujqo

#anger… https://t.co/e80kRAwfg3","Tempe, AZ, USA",1
Our health care workers helped NYS flatten the curve &amp; saved countless lives. But their bravery &amp; sacrifice takes a… https://t.co/I9h863CojT,"New York, USA",1
@RK_Hayes @laxietoo @RexChapman @NCAA These chose what happened to our govt since 2016 &amp; its ripples into 4 generat… https://t.co/eRksPl0G5F,"Manhattan, NY, USA",2
"#SARSCoV2 resulting in the #COVID19 disease in about 20% of the infected, the flip side of this new biological real… https://t.co/PWNr4R1Fya","Bellwether State, USA",0
"@okthenprincess The trolls on this thread proclaiming they aren't going to ""live in fear"". LOL
I'm not living in fe… https://t.co/zYHegB1Ll2","New Jersey, USA",1
"Why We Stay Asleep When #Covid19 Is Trying to Wake Us Up
By Kelly Brogan, MD, Ali Zeck, Sayer Ji… https://t.co/JXsEyKWDSi","NoVA, USA",2
"“While going to a library or museum isn't the riskiest thing you can do, you might want to avoid these indoor space… https://t.co/3fAqyvQ3P5",Hebrew University of Jerusalem,1
"Erica Bean has taught sixth grade science, social studies and language arts at Western Guilford for almost 20 years… https://t.co/w4ZOMYBga6","California, USA",2
@Savingworld88 @DrEtiquette Too scare of the #COVID19 to vote but we can gather in larger groups like this?… https://t.co/XA62q3CrmZ,USA,1
"The looting, theft and hijacking of resources from #Venezuela is huge. 

6 banks including @CitiBank are withholdin… https://t.co/FBledFSwiI",USA,1
@CDCemergency @CDCgov #COVID19 #Prophylactic  Online buy Quercetin  500 mg V- A  3000 Mcg   V-B 12 -5000 IU V- C… https://t.co/uyalvqXTgc,"Ohio, USA",2
@MollyJongFast Why f*** he is not wearing a mask and how is it that he hasn't been infected with #COVID19,"California, USA",1
@thomaskaine5 Let’s do! Most of all let’s vote #Trump out of office!!!! End this madness! #TrumpViolence #COVID19… https://t.co/bFMHvttUqU,love my USA,0
"@CDCgov #COVID19 #Prophylactic  Online buy Quercetin  500 mg V- A  3000 Mcg   V-B 12 -5000 IU V- C    3000 to 4,000… https://t.co/qHEw7H6WS7","Ohio, USA",2
